Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
TiK ToK,Kesha,dance-pop,199693,False,79,185,US
Need You Now,Lady A,"pop country, country",277573,False,67,183,US
"Hey, Soul Sister",Train,soft pop,216773,False,78,185,US
California Gurls,"Katy Perry, Snoop Dogg","west coast hip hop, pop, gangster rap, g-funk, rap, hip hop",234653,False,61,179,"US, US"
OMG (feat. will.i.am),"USHER, will.i.am",r&b,269493,False,69,185,"US, US"
Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",art pop,180480,True,70,111,"US, US"
Love The Way You Lie,"Eminem, Rihanna","rap, hip hop",263373,True,79,184,"US, US"
Bad Romance,Lady Gaga,"art pop, pop",294573,True,79,183,US
Dynamite,Taio Cruz,contemporary r&b,203866,False,66,4,GB
Break Your Heart,"Taio Cruz, Ludacris",southern hip hop,186266,False,64,4,"GB, US"
Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars","folk rock, pop",268320,False,73,111,"US, US"
I Like It,"Enrique Iglesias, Pitbull","latin, latin pop",231786,False,62,3,"ES, US"
BedRock,"Young Money, Lloyd",r&b,289253,True,43,70,"CA, GB"
In My Head,Jason Derulo,pop,198960,False,49,2,US
Rude Boy,Rihanna,pop,222920,True,73,182,US
Telephone,"Lady Gaga, Beyoncé","art pop, pop",220640,False,65,183,"US, US"
Teenage Dream,Katy Perry,pop,227741,False,64,179,US
Just the Way You Are,Bruno Mars,pop,220734,False,82,39,US
Cooler Than Me - Single Mix,"Mike Posner, Gigamesh","french house, nu disco, indie dance",214760,False,45,181,"US, US"
Imma Be,Black Eyed Peas,hip hop,257560,False,2,0,US
Empire State Of Mind,"JAY-Z, Alicia Keys","east coast hip hop, neo soul, r&b, rap, hip hop",276920,True,77,184,"US, US"
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",r&b,220800,False,79,185,"US, US"
Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars","hip hop, pop",211160,True,69,119,"US, US"
Not Afraid,Eminem,"rap, hip hop",248133,True,74,184,US
Replay,Iyaz,contemporary r&b,182306,False,67,112,VG
Sexy Bitch (feat. Akon),"David Guetta, Akon","edm, dance",195853,True,59,184,"FR, SN"
Breakeven,The Script,rock,261426,False,60,183,GB
Your Love Is My Drug,Kesha,dance-pop,187133,False,65,185,US
I Gotta Feeling,Black Eyed Peas,hip hop,289133,False,3,0,US
Fireflies,Owl City,pop,228746,False,20,16,US
Say Aah (feat. Fabolous),"Trey Songz, Fabolous",r&b,207546,False,57,2,"US, US"
Find Your Love,Drake,"rap, hip hop",208946,False,61,3,CA
Alejandro,Lady Gaga,"art pop, pop",274213,False,66,183,US
Ridin' Solo,Jason Derulo,pop,215746,False,47,2,US
Just A Dream,Nelly,hip hop,237800,False,71,184,US
How Low,Ludacris,southern hip hop,201586,True,57,166,US
Like A G6,"Far East Movement, The Cataracs, DEV","electropop, rock, bollywood",216893,False,66,3,"US, GB, IN"
Carry Out (Featuring Justin Timberlake),"Timbaland, Justin Timberlake","contemporary r&b, pop",232466,False,65,184,"US, US"
Haven't Met You Yet,Michael Bublé,christmas,244586,False,65,171,CA
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,Flo Rida,pop rap,232615,False,51,153,US
Down,"Jay Sean, Lil Wayne","rap, hip hop",212106,False,20,0,"GB, US"
Bulletproof,La Roux,electronic,205733,False,1,0,GB
Whatcha Say,Jason Derulo,pop,221253,False,53,2,US
Baby,"Justin Bieber, Ludacris",southern hip hop,214240,False,78,182,"CA, US"
Whataya Want from Me,Adam Lambert,pop,227320,False,56,182,US
Mine,Taylor Swift,pop,230706,False,49,2,US
Only Girl (In The World),Rihanna,pop,235493,False,45,8,US
Live Like We're Dying,Kris Allen,country,212746,False,33,175,US
Hard,"Rihanna, Jeezy","crunk, gangster rap, rap, southern hip hop",250600,True,50,182,"US, US"
Young Forever,"JAY-Z, Mr Hudson","east coast hip hop, rap, hip hop",253906,True,61,184,"US, GB"
Blah Blah Blah (feat. 3OH!3),"Kesha, 3OH!3","dance-pop, crunkcore",172053,True,62,185,"US, US"
Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj",r&b,242013,True,1,0,"US, US"
Do You Remember,"Jay Sean, Sean Paul, Lil Jon","crunk, dancehall",210306,False,0,0,"GB, JM, US"
All The Right Moves,OneRepublic,soft pop,238000,False,63,184,US
According To You,Orianthi,pop rock,200346,False,42,2,AU
My Chick Bad,"Ludacris, Nicki Minaj",southern hip hop,216933,True,60,166,"US, US"
You Belong With Me,Taylor Swift,pop,231133,False,60,2,US
Meet Me Halfway,Black Eyed Peas,hip hop,284373,False,0,0,US
Take It Off,Kesha,dance-pop,215200,False,65,185,US
Over,Drake,"rap, hip hop",233560,True,64,3,CA
Animal,Neon Trees,indie,212293,False,66,5,US
Misery,Maroon 5,pop,216200,False,49,4,US
Magic (feat. Rivers Cuomo),"B.o.B, Rivers Cuomo","folk rock, alternative rock",196133,False,59,111,"US, US"
Paparazzi,Lady Gaga,"art pop, pop",208306,False,53,183,US
Tie Me Down (feat. Ray J),"New Boyz, Ray J","new wave, author",178807,True,45,2,"GB, GB"
Your Love,Nicki Minaj,hip hop,245253,True,0,0,US
Party In The U.S.A.,Miley Cyrus,pop,202066,False,71,2,US
Deuces (feat. Tyga & Kevin McCall),"Chris Brown, Tyga, Kevin McCall",r&b,276560,True,65,185,"US, US, US"
3,Britney Spears,pop,213173,False,55,185,US
Impossible,Shontelle,contemporary r&b,226533,False,0,0,BB
Forever,"Drake, Kanye West, Lil Wayne, Eminem","rap, hip hop",357920,True,33,97,"CA, GB, US, US"
Two Is Better Than One (feat. Taylor Swift),"BOYS LIKE GIRLS, Taylor Swift","emo pop, emo, pop punk",242840,False,58,183,"US, US"
My First Kiss (feat. Ke$ha),"3OH!3, Kesha","crunkcore, dance-pop",192440,False,55,153,"US, US"
Already Gone,Kelly Clarkson,christmas,281560,False,50,179,US
Rock That Body,Black Eyed Peas,hip hop,268840,False,0,0,US
Secrets,OneRepublic,soft pop,224693,False,71,184,US
Naturally,Selena Gomez & The Scene,pop,202586,False,60,171,US
Un-thinkable (I'm Ready),Alicia Keys,"neo soul, r&b",249240,False,61,185,US
All I Do Is Win,DJ Khaled,raï,232506,True,0,0,DZ
I Made It (Cash Money Heroes),"Kevin Rudolf, Birdman, Jay Sean, Lil Wayne","rap, hip hop, southern hip hop",249546,True,47,122,"DE, US, GB, US"
Stuck Like Glue,Sugarland,country,247586,False,56,184,US
Hey Daddy (Daddy's Home) (feat. Plies),"USHER, Plies","r&b, southern hip hop",256293,False,61,185,"US, US"
There Goes My Baby,USHER,r&b,281293,False,58,185,US
Today Was A Fairytale,Taylor Swift,pop,242480,False,40,184,US
Say Something (Featuring Drake),"Timbaland, Drake","rap, hip hop",240920,True,56,184,"US, CA"
Sweet Dreams,Beyoncé,pop,208066,False,30,145,US
Use Somebody,Kings of Leon,modern rock,231800,False,39,185,US
Undo It,Carrie Underwood,country,177253,False,52,185,US
Eenie Meenie,"Justin Bieber, Sean Kingston","pop, pop",202626,False,0,182,"CA, JM"
Right Above It,"Lil Wayne, Drake","rap, hip hop",271946,True,65,184,"US, CA"
The House That Built Me,Miranda Lambert,country,236626,False,60,185,US
If I Die Young,The Band Perry,country,222773,False,61,3,US
The Only Exception,Paramore,"emo pop, emo, pop punk",267653,False,7,1,US
American Honey,Lady A,"pop country, country",224866,False,58,183,US
King of Anything - Radio Mix,Sara Bareilles,classic pop and rock,208266,False,0,177,US
Life After You,Daughtry,alternative rock,206413,False,50,185,US
Smile,Uncle Kracker,country rock,201933,False,6,28,US
Teach Me How to Dougie,Cali Swag District,hip hop,237480,True,63,185,US
Try Sleeping with a Broken Heart,Alicia Keys,"neo soul, r&b",249013,False,55,185,US
"Lover, Lover",Jerrod Niemann,"acoustic country, country",193733,False,52,185,US
Rolling in the Deep,Adele,pop,228093,False,75,162,GB
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock","pop, jazz",262146,False,32,4,"US, US, US"
Firework,Katy Perry,pop,227893,False,69,176,US
E.T.,Katy Perry,pop,206373,False,60,176,US
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer","latin dance, big room, edm",252306,False,82,185,"US, NL, US, US"
Grenade,Bruno Mars,pop,222091,False,74,39,US
Fuck You,CeeLo Green,pop,222933,True,61,3,US
Super Bass,Nicki Minaj,hip hop,200013,True,20,0,US
Moves Like Jagger,"Maroon 5, Christina Aguilera",pop,202640,False,64,179,"US, US"
Just Can’t Get Enough,Black Eyed Peas,hip hop,219426,False,74,184,US
On The Floor - Radio Edit,"Jennifer Lopez, Pitbull","pop, dance-pop",230906,False,70,184,"US, US"
S&M,Rihanna,pop,243533,True,42,8,US
Pumped Up Kicks,Foster The People,indie pop,239600,False,80,185,US
Last Friday Night (T.G.I.F.),Katy Perry,pop,230733,False,72,176,US
Just the Way You Are,Bruno Mars,pop,220734,False,82,39,US
Tonight (I'm Fuckin' You),"Enrique Iglesias, Ludacris, DJ Frank E","latin, latin pop, southern hip hop",231653,True,43,108,"ES, US, DK"
Raise Your Glass,P!nk,pop,203280,True,31,185,US
Born This Way,Lady Gaga,"pop, art pop",260252,False,64,3,US
F**kin' Perfect,P!nk,pop,213413,True,57,185,US
