Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
God's Plan,Drake,hip hop,198973,True,78,180,CA
Perfect,Ed Sheeran,soft pop,263400,False,83,184,GB
Meant to Be (feat. Florida Georgia Line),"Bebe Rexha, Florida Georgia Line","pop country, acoustic country, country",163870,False,66,178,"US, US"
Havana (feat. Young Thug),"Camila Cabello, Young Thug","trap, rap, pop, melodic rap",217306,False,76,185,"US, CA"
rockstar (feat. 21 Savage),"Post Malone, 21 Savage","hip hop, trap",218146,True,77,183,"US, US"
Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign","hip hop, hip hop",221440,True,69,183,"US, US"
I Like It,"Cardi B, Bad Bunny, J Balvin","latin, reggaeton, trap latino, urbano latino",253390,True,71,184,"US, PR, CO"
The Middle,"Zedd, Maren Morris, Grey","edm, country",184732,False,73,184,"DE, US, JP"
In My Feelings,Drake,"hip hop, rap",217925,True,68,180,CA
Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",pop,235545,True,57,179,"US, US"
Nice For What,Drake,"hip hop, rap",210746,True,72,180,CA
Lucid Dreams,Juice WRLD,"emo rap, melodic rap",239835,True,19,0,US
Better Now,Post Malone,hip hop,231266,True,74,183,US
Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B","pop, hip hop",217288,False,72,184,"US, US"
Boo'd Up,Ella Mai,r&b,239341,False,54,179,US
New Rules,Dua Lipa,pop,209320,False,75,179,GB
SAD!,XXXTENTACION,emo rap,166605,True,75,182,US
Never Be the Same,Camila Cabello,pop,226973,False,71,185,US
Love Lies,"Khalid, Normani",contemporary r&b,201707,True,71,185,"US, US"
no tears left to cry,Ariana Grande,pop,205920,False,72,179,US
Mine,Bazzi,pop,131064,True,67,184,US
Thunder,Imagine Dragons,alternative rock,187146,False,79,184,US
Look Alive (feat. Drake),"BlocBoy JB, Drake","hip hop, memphis rap, rap",181263,True,17,0,"US, CA"
